grp1,grp1_size,grp2,grp2_size,p-value
philippines_18-24,115,0.5,0,4.0017106627067685e-82
australia_50-55,363,0.5,0,1.3952192679379417e-129
poland_18-24_90's,25,0.5,0,4.2762823157006937e-19
dominican republic,470,0.5,0,0.0
united kingdom_25-34_70's,119,0.5,0,7.690172807116838e-44
france_18-24_80's,133,0.5,0,9.04127420462141e-49
canada_50's,102,0.5,0,9.660462430691809e-111
bermuda_35-44,15,0.5,0,5.824705554459992e-07
mexico,152,0.5,0,5.8259455270365174e-108
russia,29,0.5,0,5.290743527604006e-12
<18_80's,1936,0.5,0,0.0
egypt_35-44,46,0.5,0,9.843309908670708e-51
portugal_70's,124,0.5,0,2.07004040523183e-88
canada_40's,11,0.5,0,5.060046065842555e-21
new zealand_45-49_80's,47,0.5,0,6.616340621243313e-05
czech republic_18-24_2000's,20,0.5,0,9.003650877818992e-09
egypt,69,0.5,0,5.743629491225446e-50
canada_35-44_60's,41,0.5,0,2.388258005681169e-30
egypt_80's,14,0.5,0,2.6192704391529938e-11
france_35-44,775,0.5,0,4.080047364869623e-274
brazil_18-24_2000's,32,0.5,0,5.028081665597102e-24
usa_35-44_2000's,39580,0.5,0,0.0
norway_25-34,122,0.5,0,6.750617842129501e-45
>56,45140,0.5,0,0.0
usa_45-49,43022,0.5,0,0.0
usa_>56_60's,130,0.5,0,1.0289108196059767e-47
new zealand_18-24_80's,27,0.5,0,0.0018002486106697359
south korea_18-24,11,0.5,0,5.4497019829205215e-17
united kingdom_<18,208,0.5,0,4.8347836715321396e-147
spain_50-55_80's,27,0.5,0,2.7496543206016663e-11
australia_50's,16,0.5,0,9.91866738159077e-13
spain_18-24_2000's,484,0.5,0,0.0
50's,1181,0.5,0,0.0
ireland_35-44_90's,46,0.5,0,7.786592844143686e-05
35-44_50's,312,0.5,0,1.3923015315070824e-219
new zealand_35-44_90's,143,0.5,0,2.732091259078592e-52
turkey,42,0.5,0,1.935714291973174e-46
italy_25-34_90's,341,0.5,0,7.366037975243357e-122
germany_50-55_2000's,96,0.5,0,7.549186161974983e-69
norway,214,0.5,0,2.953091794543033e-77
canada_>56,3809,0.5,0,1.6788834535970575e-256
usa_<18,11244,0.5,0,0.0
belgium,353,0.5,0,3.579836639863387e-248
germany_45-49,696,0.5,0,2.0725386902715017e-246
new zealand_90's,597,0.5,0,1.0978014263938898e-211
united kingdom_18-24_90's,627,0.5,0,3.292642975032665e-222
60's,1800,0.5,0,0.0
spain_18-24_80's,114,0.5,0,4.4384197162839344e-42
usa_<18_80's,1604,0.5,0,0.0
belgium_25-34_80's,29,0.5,0,6.494588541442053e-22
singapore_<18_90's,17,0.5,0,1.9358421101279626e-13
mexico_35-44,51,0.5,0,7.857610724654791e-20
germany_50-55_90's,113,0.5,0,9.985428800340348e-81
spain_>56_2000's,79,0.5,0,9.780466463711831e-30
france_45-49_80's,73,0.5,0,9.127629027398627e-53
canada_70's,931,0.5,0,0.0
germany_<18_90's,132,0.5,0,5.359808201234549e-94
netherlands_45-49,265,0.5,0,3.573369586481101e-95
united kingdom_50-55_70's,26,0.5,0,6.274266201376244e-11
qatar_2000's,157,0.5,0,1.7748125196144841e-12
japan_35-44,77,0.5,0,4.9736341034073356e-29
france_45-49,401,0.5,0,6.418604353969883e-143
france_25-34_2000's,1163,0.5,0,0.0
usa_25-34,123771,0.5,0,0.0
france_25-34,2639,0.5,0,0.0
ireland_25-34,120,0.5,0,5.211483767219961e-130
usa_50-55_70's,665,0.5,0,0.0
spain_50-55_90's,126,0.5,0,2.6348326636596515e-46
philippines_<18,135,0.5,0,7.123927680766652e-198
45-49_70's,954,0.5,0,0.0
canada_90's,22373,0.5,0,0.0
spain_>56_90's,100,0.5,0,1.2089825633556681e-71
iran_35-44_80's,47,0.5,0,8.317345256782155e-52
portugal_35-44_2000's,241,0.5,0,9.626842438730575e-87
usa_<18_60's,70,0.5,0,1.1466070284402504e-50
denmark_25-34_2000's,53,0.5,0,1.535629262273759e-20
dominican republic_80's,45,0.5,0,1.1651993939893425e-49
bulgaria_80's,13,0.5,0,3.3693492666923567e-15
romania_<18,31,0.5,0,2.64804848563084e-46
taiwan_2000's,69,0.5,0,2.1375269301599274e-75
south africa_18-24,39,0.5,0,3.2239858823648465e-43
burma_>56,22,0.5,0,0.004207748192686701
france_25-34_60's,24,0.5,0,4.376393520291513e-27
poland_90's,108,0.5,0,3.1079270096041274e-77
costa rica,20,0.5,0,9.00840501025224e-23
poland_<18_90's,52,0.5,0,4.6082490987972857e-38
mexico_18-24_90's,11,0.5,0,5.060046065842555e-21
portugal_25-34,3060,0.5,0,0.0
portugal_18-24_80's,34,0.5,0,8.671094307964141e-14
germany_>56,172,0.5,0,1.716879230998202e-62
united kingdom_18-24_2000's,464,0.5,0,5.010675690390727e-165
belgium_35-44,31,0.5,0,2.5403414607826311e-23
qatar_25-34_2000's,95,0.5,0,2.2091566638597347e-35
austria_18-24_80's,18,0.5,0,3.784528270991843e-14
philippines_2000's,104,0.5,0,6.97926202051311e-113
romania_<18_90's,15,0.5,0,2.2883643464336782e-17
usa_30's,59,0.5,0,5.7495470005582944e-43
austria_25-34_80's,38,0.5,0,3.050980630386239e-28
netherlands_<18,15,0.5,0,5.824705554459992e-07
spain_25-34_2000's,1165,0.5,0,0.0
new zealand_25-34_80's,36,0.5,0,1.6796281463982406e-14
france_>56,43,0.5,0,9.42954172328754e-32
taiwan_35-44_2000's,64,0.5,0,4.882889333119331e-70
portugal_80's,405,0.5,0,1.984705586111652e-284
brazil_25-34_90's,132,0.5,0,2.0336053950999202e-48
portugal_<18_90's,30,0.5,0,1.5196506136475666e-33
united kingdom_50's,29,0.5,0,0.0012863606571427615
usa_50-55_60's,85,0.5,0,4.673007046295852e-125
malaysia_70's,67,0.5,0,1.7003715941798958e-25
20's,110,0.5,0,1.2450188664679983e-78
>56_90's,21957,0.5,0,0.0
austria_25-34_2000's,274,0.5,0,2.4668896801953083e-98
portugal_35-44_90's,299,0.5,0,4.1017514287178424e-107
denmark_90's,109,0.5,0,2.5640755020551475e-40
usa_50's,890,0.5,0,0.0
south korea_25-34_90's,13,0.5,0,3.125667947550419e-06
austria_80's,103,0.5,0,8.210951239807852e-112
taiwan,180,0.5,0,3.309536383395888e-194
>56_50's,69,0.5,0,3.337603224465427e-26
sweden_18-24_90's,19,0.5,0,7.40972012887113e-15
malaysia,2792,0.5,0,0.0
hong kong_35-44_90's,16,0.5,0,2.522085078696141e-07
netherlands_25-34_2000's,249,0.5,0,1.48980968483565e-89
cyprus,31,0.5,0,1.0202758541470007e-12
sweden_80's,34,0.5,0,1.9725818824655622e-25
denmark_18-24,28,0.5,0,1.2057823057922902e-11
turkey_18-24,14,0.5,0,1.3478138468651034e-06
finland_90's,421,0.5,0,6.147034379033364e-150
greece_25-34,42,0.5,0,0.00014965692625545332
singapore_25-34,107,0.5,0,1.5529084583131323e-76
usa_>56_90's,18736,0.5,0,0.0
iran_2000's,484,0.5,0,4.814148185466187e-172
france_35-44_70's,42,0.5,0,4.744879838122599e-31
sweden_45-49,14,0.5,0,0.017000836876312216
malaysia_25-34_70's,30,0.5,0,1.284113991385333e-22
50-55_50's,60,0.5,0,1.1464140657549148e-43
slovenia_25-34_90's,17,0.5,0,1.9358421101279626e-13
australia_35-44_90's,753,0.5,0,2.1182025911188775e-266
canada_45-49,3074,0.5,0,0.0
25-34_60's,668,0.5,0,0.0
germany_50-55,230,0.5,0,2.1679105783304268e-162
romania_70's,31,0.5,0,2.64804848563084e-46
35-44_30's,19,0.5,0,1.0821066535268352e-21
germany_18-24_70's,27,0.5,0,1.664274573869363e-20
germany_18-24,1370,0.5,0,0.0
romania_18-24_70's,17,0.5,0,3.263656088432296e-32
switzerland_>56_90's,50,0.5,0,5.0244613043330864e-55
portugal_2000's,1533,0.5,0,0.0
iran_18-24_2000's,22,0.5,0,0.004207748192686701
south korea_25-34,20,0.5,0,1.4526959493303386e-15
<18_40's,11,0.5,0,1.694474393006737e-05
netherlands_>56,142,0.5,0,5.581106154204742e-101
usa_70's,7387,0.5,0,0.0
brazil_25-34_80's,36,0.5,0,7.751882675679157e-27
new zealand_35-44_70's,11,0.5,0,0.029252688076961127
australia_35-44_80's,173,0.5,0,7.639715852169797e-63
switzerland_45-49_90's,51,0.5,0,3.454931382984871e-05
45-49,50080,0.5,0,0.0
germany_<18,296,0.5,0,2.0031938257738776e-208
denmark_25-34_80's,28,0.5,0,3.2866443471784366e-21
25-34_80's,21019,0.5,0,0.0
japan_2000's,166,0.5,0,2.212433310038795e-60
australia_80's,961,0.5,0,0.0
25-34_30's,29,0.5,0,6.494588541442053e-22
philippines_25-34_80's,29,0.5,0,5.290743527604006e-12
argentina_25-34_90's,14,0.5,0,2.7732068917355186e-16
spain_18-24,1239,0.5,0,0.0
israel_80's,11,0.5,0,3.6243009520614924e-09
18-24_40's,17,0.5,0,1.9358421101279626e-13
qatar_25-34,158,0.5,0,1.5177501589277248e-12
finland_80's,104,0.5,0,7.3359751727716385e-09
mexico_25-34_90's,13,0.5,0,1.3507272658311747e-10
germany_50's,18,0.5,0,1.3016485336142453e-20
czech republic_18-24_90's,26,0.5,0,3.0673491634731327e-29
taiwan_35-44_90's,79,0.5,0,4.127259901253422e-86
brazil_80's,92,0.5,0,4.717970654578521e-66
france_45-49_90's,159,0.5,0,6.412753696972939e-58
singapore_18-24_2000's,52,0.5,0,4.6082490987972857e-38
spain_35-44_70's,48,0.5,0,9.107632048862004e-19
usa_18-24_2000's,9352,0.5,0,0.0
18-24_80's,5324,0.5,0,0.0
switzerland_60's,16,0.5,0,2.522085078696141e-07
poland_<18_2000's,21,0.5,0,2.851507755552014e-16
australia_35-44_70's,37,0.5,0,7.396464591319933e-15
usa_>56_80's,4973,0.5,0,0.0
united kingdom_25-34_80's,507,0.5,0,4.101955558454364e-180
netherlands_>56_2000's,34,0.5,0,0.0005589955535739345
mexico_80's,30,0.5,0,0.0010880575021798287
australia_60's,47,0.5,0,1.4745533742410384e-34
russia_18-24,27,0.5,0,0.0018002486106697359
italy_>56,38,0.5,0,0.0002886375516967436
france_18-24_2000's,479,0.5,0,0.0
canada_45-49_90's,1634,0.5,0,0.0
france_2000's,2238,0.5,0,0.0
canada_18-24_80's,428,0.5,0,1.8302770944923024e-300
france_50's,24,0.5,0,2.1701181320893827e-18
finland_>56_90's,39,0.5,0,0.000244840314136034
spain_2000's,2975,0.5,0,0.0
iran_35-44_90's,150,0.5,0,1.45063498753794e-106
romania_18-24_80's,79,0.5,0,2.57914794864348e-116
malaysia_35-44,42,0.5,0,1.230786862629626e-16
france_60's,36,0.5,0,7.751882675679157e-27
50-55,44239,0.5,0,0.0
mexico_25-34,29,0.5,0,6.494588541442053e-22
netherlands_>56_80's,38,0.5,0,3.050980630386239e-28
sweden_18-24,40,0.5,0,6.328871943413722e-16
germany_18-24_80's,83,0.5,0,3.7855661737653214e-31
italy_25-34_80's,47,0.5,0,1.4745533742410384e-34
hong kong,82,0.5,0,2.5241220604801788e-89
usa_18-24_70's,614,0.5,0,0.0
japan_80's,30,0.5,0,2.3227618504822697e-12
italy_50-55,30,0.5,0,2.3227618504822697e-12
denmark_25-34,169,0.5,0,1.9488175918197004e-61
philippines_80's,63,0.5,0,9.095276231884404e-46
argentina_90's,41,0.5,0,2.790572150042062e-16
singapore_25-34_2000's,43,0.5,0,1.633974193009362e-47
singapore_35-44_90's,45,0.5,0,3.727036943793282e-33
taiwan_90's,90,0.5,0,6.823513740031842e-98
netherlands_18-24_80's,14,0.5,0,1.3478138468651034e-06
china_90's,163,0.5,0,1.2216768773412307e-115
netherlands_50-55,207,0.5,0,2.4103640437476773e-146
canada_45-49_60's,15,0.5,0,5.824705554459992e-07
iran_25-34_80's,72,0.5,0,2.9046885947048343e-27
malaysia_<18,201,0.5,0,1.094374708734634e-72
australia_>56_80's,42,0.5,0,1.230786862629626e-16
norway_35-44,69,0.5,0,3.337603224465427e-26
canada_>56_90's,2056,0.5,0,1.4617807564221434e-139
germany_90's,5183,0.5,0,0.0
united kingdom_50-55_90's,393,0.5,0,2.1399982602799463e-28
greece_35-44_90's,12,0.5,0,1.8319576337225776e-18
ireland_35-44_80's,16,0.5,0,0.011921495938159686
austria_50-55,13,0.5,0,3.125667947550419e-06
brazil_>56_90's,12,0.5,0,1.8319576337225776e-18
australia_18-24_2000's,284,0.5,0,4.6841146297935985e-200
germany_25-34_80's,455,0.5,0,0.0
japan_25-34,272,0.5,0,1.2432474736359599e-97
austria_25-34,584,0.5,0,0.0
new zealand_>56_90's,34,0.5,0,1.9725818824655622e-25
philippines,421,0.5,0,1.3890544259614317e-295
australia_>56_2000's,152,0.5,0,2.9790902936021723e-164
switzerland_2000's,794,0.5,0,0.0
sweden_25-34_2000's,47,0.5,0,2.0619876844005162e-18
iran_25-34_2000's,269,0.5,0,4.713539625294387e-20
bermuda_90's,15,0.5,0,5.824705554459992e-07
netherlands_18-24_90's,43,0.5,0,0.00012706561400666492
malaysia_25-34,1434,0.5,0,0.0
usa_18-24_80's,3943,0.5,0,0.0
malaysia_18-24_70's,22,0.5,0,0.004207748192686701
spain_25-34_50's,11,0.5,0,0.029252688076961127
usa_35-44_70's,1885,0.5,0,0.0
brazil,628,0.5,0,0.0
portugal_<18_2000's,24,0.5,0,4.376393520291513e-27
greece_35-44,19,0.5,0,9.590509849157907e-29
netherlands_25-34_80's,99,0.5,0,1.6167387798841705e-08
japan_25-34_80's,24,0.5,0,3.2737465796126977e-10
usa_18-24_90's,14124,0.5,0,0.0
australia_25-34_60's,16,0.5,0,2.522085078696141e-07
mexico_2000's,52,0.5,0,4.6082490987972857e-38
chile_25-34,36,0.5,0,7.751882675679157e-27
ireland_35-44,121,0.5,0,5.032006312041255e-10
sweden_<18_90's,12,0.5,0,7.26696906221716e-06
hong kong_2000's,34,0.5,0,7.596591074502779e-38
france_<18,89,0.5,0,8.033786687695082e-97
germany_70's,192,0.5,0,7.051829891727301e-136
usa_>56,38900,0.5,0,0.0
usa_50-55_2000's,15041,0.5,0,0.0
50-55_2000's,17462,0.5,0,0.0
united kingdom_45-49_2000's,271,0.5,0,5.462340980547436e-191
germany_<18_80's,20,0.5,0,1.4526959493303386e-15
portugal_18-24,391,0.5,0,2.0750395421638527e-139
usa_50-55_90's,17153,0.5,0,0.0
switzerland_70's,44,0.5,0,1.3796426687948944e-48
usa_45-49_80's,5152,0.5,0,0.0
malaysia_<18_90's,104,0.5,0,1.4827965452299943e-38
brazil_18-24_90's,27,0.5,0,0.0018002486106697359
portugal_90's,2132,0.5,0,0.0
australia_45-49_90's,267,0.5,0,6.429691599020413e-20
canada_>56_70's,113,0.5,0,1.773465185309312e-09
new zealand_<18_2000's,17,0.5,0,1.9358421101279626e-13
philippines_70's,11,0.5,0,1.694474393006737e-05
romania_2000's,250,0.5,0,4.5126406248774246e-269
ireland,352,0.5,0,1.7829505424606763e-247
mexico_18-24,20,0.5,0,9.00840501025224e-23
canada_18-24_70's,87,0.5,0,1.1138523827479064e-94
finland_18-24_2000's,77,0.5,0,5.310886850163564e-07
romania,866,0.5,0,0.0
35-44_2000's,49425,0.5,0,0.0
germany_25-34_70's,93,0.5,0,9.43527492086823e-67
greece_90's,37,0.5,0,7.396464591319933e-15
south africa,93,0.5,0,9.43527492086823e-67
south africa_>56_90's,14,0.5,0,0.017000836876312216
canada_35-44,10980,0.5,0,0.0
portugal_<18,62,0.5,0,6.8005398476075206e-68
spain_35-44_90's,1105,0.5,0,0.0
finland_18-24_80's,19,0.5,0,2.067207166683506e-08
ireland_18-24,13,0.5,0,1.3507272658311747e-10
india_90's,55,0.5,0,3.0031661410888523e-21
france_90's,2148,0.5,0,0.0
belgium_18-24,17,0.5,0,0.00999978095310478
usa_40's,84,0.5,0,1.8481108737747632e-60
canada_>56_2000's,1040,0.5,0,0.0
portugal_25-34_50's,11,0.5,0,5.020464318829132e-13
portugal_60's,16,0.5,0,9.91866738159077e-13
switzerland_35-44,622,0.5,0,0.0
usa_45-49_70's,769,0.5,0,0.0
taiwan_80's,17,0.5,0,3.263656088432296e-32
netherlands_35-44,1003,0.5,0,3.0457290971787206e-69
switzerland_18-24,93,0.5,0,9.43527492086823e-67
italy_18-24,172,0.5,0,1.716879230998202e-62
belgium_90's,147,0.5,0,1.8026780476151902e-104
finland_25-34_70's,17,0.5,0,0.00999978095310478
portugal_18-24_2000's,151,0.5,0,4.182819337538636e-55
50-55_90's,20425,0.5,0,0.0
usa_18-24_60's,101,0.5,0,2.41882858334655e-72
france_18-24_70's,75,0.5,0,3.640750923048575e-54
hong kong_90's,44,0.5,0,1.3796426687948944e-48
canada_50-55_60's,11,0.5,0,3.6243009520614924e-09
spain_60's,32,0.5,0,4.4837528106323733e-13
sweden_35-44,17,0.5,0,0.00999978095310478
philippines_<18_2000's,48,0.5,0,4.018352710639654e-71
philippines_90's,240,0.5,0,2.2919514562837454e-169
netherlands_35-44_70's,25,0.5,0,0.0025241297068125963
finland_70's,29,0.5,0,0.0012863606571427615
united kingdom_<18_90's,100,0.5,0,1.2089825633556681e-71
usa_25-34_90's,60139,0.5,0,0.0
united kingdom_35-44_80's,410,0.5,0,4.455828434971175e-146
united kingdom_>56_90's,456,0.5,0,0.0
iceland_90's,22,0.5,0,5.603418015060312e-17
finland_25-34_2000's,136,0.5,0,7.946762831237529e-50
usa_<18_90's,5790,0.5,0,0.0
slovenia,36,0.5,0,7.751882675679157e-27
germany_<18_2000's,133,0.5,0,6.372504866979838e-144
germany_35-44_2000's,1215,0.5,0,0.0
japan_25-34_2000's,110,0.5,0,1.1390839971651173e-40
france_45-49_70's,29,0.5,0,5.290743527604006e-12
israel_18-24_90's,12,0.5,0,4.105751464712314e-14
ireland_45-49_90's,37,0.5,0,7.396464591319933e-15
denmark_35-44,14,0.5,0,1.3478138468651034e-06
belgium_>56,13,0.5,0,3.125667947550419e-06
japan_35-44_2000's,38,0.5,0,0.0002886375516967436
united kingdom_50-55,923,0.5,0,0.0
germany_35-44_90's,1301,0.5,0,0.0
australia_<18_80's,47,0.5,0,2.0619876844005162e-18
austria_35-44,210,0.5,0,7.51622589566186e-76
new zealand_45-49_90's,83,0.5,0,3.7855661737653214e-31
canada_18-24_90's,1778,0.5,0,0.0
usa,387731,0.5,0,0.0
austria_35-44_80's,35,0.5,0,3.9096147101171716e-26
portugal_25-34_2000's,1090,0.5,0,0.0
finland_35-44_90's,11,0.5,0,1.694474393006737e-05
spain_45-49,449,0.5,0,9.187359880856097e-160
netherlands_60's,14,0.5,0,2.6192704391529938e-11
france_18-24,1236,0.5,0,0.0
poland_25-34_90's,23,0.5,0,0.0035466004281163644
france_35-44_80's,77,0.5,0,4.9736341034073356e-29
australia_45-49_80's,71,0.5,0,1.3839030054515674e-06
singapore_90's,194,0.5,0,3.1601116810410935e-70
mexico_50-55_2000's,16,0.5,0,2.522085078696141e-07
germany_25-34_60's,33,0.5,0,1.971352370747039e-13
india_18-24,27,0.5,0,2.7496543206016663e-11
taiwan_45-49_90's,11,0.5,0,1.694474393006737e-05
china_2000's,163,0.5,0,2.5121130897818173e-59
denmark_18-24_2000's,11,0.5,0,1.694474393006737e-05
iceland_25-34_90's,20,0.5,0,1.4526959493303386e-15
switzerland_<18,30,0.5,0,7.663188189425342e-45
czech republic_18-24,48,0.5,0,2.9339765628825167e-35
iran_18-24_90's,27,0.5,0,1.664274573869363e-20
slovenia_2000's,13,0.5,0,3.3693492666923567e-15
35-44,132468,0.5,0,0.0
brazil_18-24_80's,12,0.5,0,4.105751464712314e-14
netherlands_35-44_80's,127,0.5,0,1.1712229277590639e-46
kuwait_<18_2000's,25,0.5,0,8.810323779818258e-57
canada_35-44_50's,27,0.5,0,2.570879666600806e-30
france,5391,0.5,0,0.0
germany_45-49_2000's,316,0.5,0,2.2611393299671844e-222
austria_35-44_2000's,80,0.5,0,4.3376414038819046e-30
south korea,42,0.5,0,1.935714291973174e-46
united kingdom_50-55_2000's,420,0.5,0,1.379089379927295e-149
malaysia_60's,20,0.5,0,0.005934709007201109
united kingdom_35-44_2000's,1731,0.5,0,0.0
usa_35-44_30's,15,0.5,0,2.2883643464336782e-17
canada_35-44_2000's,3322,0.5,0,0.0
united kingdom_80's,1277,0.5,0,0.0
south africa_80's,14,0.5,0,0.017000836876312216
18-24_50's,144,0.5,0,2.2406204193662624e-102
cyprus_35-44_90's,18,0.5,0,4.7521364941768754e-08
new zealand_>56,58,0.5,0,2.883948597930821e-42
canada_25-34_80's,2236,0.5,0,0.0
south africa_2000's,35,0.5,0,6.394956871468791e-39
italy_50-55_90's,16,0.5,0,9.91866738159077e-13
russia_90's,14,0.5,0,0.017000836876312216
iran_90's,395,0.5,0,1.8609164201475253e-277
germany_25-34_2000's,2322,0.5,0,0.0
austria_2000's,460,0.5,0,1.2688748110647593e-163
egypt_2000's,40,0.5,0,2.718998161956807e-44
40's,120,0.5,0,1.2874317236381842e-85
spain_25-34_90's,1324,0.5,0,0.0
finland_<18,94,0.5,0,4.976335547271172e-35
dominican republic_25-34_90's,175,0.5,0,4.200468391735025e-256
finland_<18_2000's,43,0.5,0,5.4298704237064473e-17
iceland_2000's,23,0.5,0,7.486719542109392e-10
greece_2000's,20,0.5,0,9.00840501025224e-23
45-49_2000's,18319,0.5,0,0.0
netherlands_18-24_2000's,35,0.5,0,3.9096147101171716e-26
hong kong_25-34,45,0.5,0,1.1651993939893425e-49
malaysia_<18_80's,15,0.5,0,0.014227918344261518
china_25-34_2000's,133,0.5,0,9.04127420462141e-49
spain_35-44,2255,0.5,0,0.0
usa_25-34_40's,26,0.5,0,8.433127604057174e-20
portugal_50's,11,0.5,0,5.020464318829132e-13
usa_45-49_2000's,15960,0.5,0,0.0
usa_<18_50's,51,0.5,0,1.6899100006960955e-75
dominican republic_25-34_2000's,233,0.5,0,6.82307844257228e-251
germany_18-24_90's,671,0.5,0,0.0
japan_18-24,19,0.5,0,2.067207166683506e-08
belgium_25-34,280,0.5,0,2.886335300768241e-197
japan_18-24_2000's,11,0.5,0,0.029252688076961127
australia_18-24_80's,134,0.5,0,4.0198020906769975e-49
qatar_80's,15,0.5,0,0.014227918344261518
romania_18-24_2000's,161,0.5,0,7.001971569686949e-174
canada_35-44_70's,237,0.5,0,2.8373652090193888e-167
spain_25-34_70's,60,0.5,0,5.093075364565124e-23
united kingdom_<18_80's,17,0.5,0,1.9358421101279626e-13
usa_35-44_40's,24,0.5,0,2.1701181320893827e-18
germany_25-34_90's,2599,0.5,0,0.0
japan_90's,182,0.5,0,5.229103103813558e-66
australia_2000's,2684,0.5,0,0.0
germany_2000's,4741,0.5,0,0.0
new zealand_<18_90's,30,0.5,0,2.3227618504822697e-12
australia_18-24_70's,31,0.5,0,2.5403414607826311e-23
philippines_<18_80's,16,0.5,0,1.8924849646375555e-18
switzerland_50-55_80's,28,0.5,0,1.2057823057922902e-11
spain_35-44_2000's,846,0.5,0,5.157322679928315e-299
brazil_35-44_90's,24,0.5,0,2.1701181320893827e-18
united kingdom_18-24,1230,0.5,0,0.0
spain_<18_90's,105,0.5,0,3.877509676817363e-75
iran_18-24_80's,19,0.5,0,9.590509849157907e-29
spain_<18,223,0.5,0,2.030817696255996e-80
canada_50-55,3986,0.5,0,0.0
qatar_25-34_80's,11,0.5,0,1.694474393006737e-05
austria_45-49_80's,11,0.5,0,3.6243009520614924e-09
kuwait_2000's,31,0.5,0,3.1285754077500873e-58
usa_45-49_90's,20933,0.5,0,0.0
south africa_>56,31,0.5,0,0.0009206823961486636
switzerland_50-55_2000's,77,0.5,0,1.4527042630685007e-55
germany_60's,61,0.5,0,2.286173129242001e-44
spain_45-49_70's,12,0.5,0,7.26696906221716e-06
switzerland_90's,734,0.5,0,9.75734134868075e-260
45-49_50's,90,0.5,0,6.823513740031842e-98
czech republic_2000's,22,0.5,0,0.004207748192686701
switzerland_25-34_90's,236,0.5,0,5.496345049482214e-85
18-24,41330,0.5,0,0.0
switzerland_>56,136,0.5,0,8.630553674117914e-97
united kingdom_25-34_90's,2382,0.5,0,0.0
india_<18,14,0.5,0,2.6192704391529938e-11
usa_18-24_50's,99,0.5,0,8.58468498614878e-37
austria_45-49_90's,19,0.5,0,9.590509849157907e-29
sweden_25-34,142,0.5,0,5.581106154204742e-101
kuwait,50,0.5,0,4.858509785962993e-74
usa_45-49_50's,75,0.5,0,7.959557883386953e-82
25-34_70's,3401,0.5,0,0.0
35-44_40's,28,0.5,0,2.1562457799015297e-31
portugal_50-55,53,0.5,0,1.535629262273759e-20
costa rica_90's,13,0.5,0,3.3693492666923567e-15
portugal_25-34_90's,1566,0.5,0,0.0
poland_2000's,93,0.5,0,1.1210289059591985e-34
usa_35-44_20's,30,0.5,0,1.284113991385333e-22
new zealand_80's,192,0.5,0,7.499424722986536e-15
new zealand_18-24_2000's,76,0.5,0,7.272193674325025e-55
usa_20's,94,0.5,0,1.887030117492605e-67
switzerland,1737,0.5,0,0.0
malaysia_<18_2000's,68,0.5,0,7.53297501564853e-26
kuwait_90's,17,0.5,0,1.5681496687501448e-19
portugal_50-55_2000's,20,0.5,0,0.005934709007201109
united kingdom_45-49_80's,57,0.5,0,5.876904286956333e-22
usa_90's,187143,0.5,0,0.0
south africa_90's,36,0.5,0,7.751882675679157e-27
finland_>56,84,0.5,0,1.7430706686422952e-07
malaysia_18-24,907,0.5,0,0.0
singapore_18-24,151,0.5,0,4.182819337538636e-55
new zealand_35-44,319,0.5,0,3.896954229075978e-114
taiwan_35-44,164,0.5,0,4.322688942391197e-177
canada_50-55_90's,2012,0.5,0,0.0
usa_50-55_80's,4457,0.5,0,0.0
usa_35-44_50's,239,0.5,0,1.1422773190227215e-168
sweden_2000's,75,0.5,0,2.530058525590465e-28
china_<18,31,0.5,0,1.0202758541470007e-12
germany_>56_2000's,77,0.5,0,4.9736341034073356e-29
belgium_25-34_2000's,105,0.5,0,3.877509676817363e-75
egypt_25-34,16,0.5,0,2.522085078696141e-07
denmark,220,0.5,0,2.3005548517267527e-79
australia_35-44_2000's,505,0.5,0,2.063815257185042e-179
canada_25-34_2000's,5639,0.5,0,0.0
switzerland_45-49_2000's,27,0.5,0,1.664274573869363e-20
germany_45-49_70's,16,0.5,0,2.522085078696141e-07
